BeIdentificatie,Sbi2008ActueelGecoordineerd,GkSbsGecoordineerd
12407984,2899,4
12408085,2651,5
12412813,31011,4
12413607,2221,4
12413976,18129,4
12421049,2512,4
12421170,2511,5
12422584,2221,6
12424692,2042,4
12424722,3092,4
12426709,32999,4
12429392,2229,5
12433594,2651,4
12435139,3329,4
12435961,2562,4
12442429,2712,5
12444901,2442,7
12447528,2573,4
12467693,2370,4
12470392,18129,5
12473081,31012,5
12475645,23611,5
12479012,2829,5
12485802,1071,5
12486213,2932,4
12487163,2812,6
12487406,32502,4
12490059,2512,5
12490946,2740,4
12491365,31012,4
12495875,32999,4
12499323,1729,7
12501034,2511,5
12501549,2825,7
12501573,2825,4
12502049,2562,5
12502693,2511,7
12503363,1091,4
12504890,2511,6
12504955,2030,5
12507083,2712,5
12507776,2120,7
12509477,2511,6
12512621,2573,5
12512656,2222,4
12513113,2512,7
12516473,2651,5
12518212,33123,4
12518859,2740,4
12525618,2825,8
12527971,3230,4
12529516,31011,5
12529982,2016,5
12530735,2561,6
12531006,16231,4
12532134,16231,5
12533203,31011,4
12535311,2030,5
12539287,2829,6
12542539,2511,4
12549843,1330,4
12549932,3109,5
12553034,1071,4
12555096,1071,4
12557668,1091,4
12564982,2219,4
12567043,2562,4
12572667,1624,5
12575488,3109,6
12576832,1071,6
12579653,2573,5
12579661,2825,5
12580449,2822,4
12581453,1091,5
12583332,2012,7
12584622,1071,4
12587893,2651,4
12592293,31011,5
12594539,3315,4
12596868,2571,5
12604763,2221,7
12605972,2573,4
12608092,3020,5
12608467,1011,5
12608564,2041,4
12608858,2041,4
12618071,2511,4
12622788,33123,4
12625019,1629,5
12627739,1511,5
12628395,1071,4
12628484,1071,5
12635847,2399,5
12636614,32999,5
12637564,1013,4
12642991,1020,7
12646520,2562,5
12646660,2829,6
12651729,2453,7
12654892,2530,5
12662240,2562,4
12667846,2813,4
12668079,2511,4
12669652,2893,6
12672459,2822,7
12673382,16231,5
12674249,2512,4
12674303,2562,4
12674443,1413,5
12675075,32502,8
12675792,2511,4
12675962,18121,4
12676403,1071,4
12676691,1085,5
12685232,1071,4
12688355,2512,6
12688371,33123,4
12688649,32501,4
12689793,2030,4
12690104,1071,4
12691089,2453,5
12696080,1391,6
12696102,2222,7
12696129,2222,5
12696269,2229,5
12697001,1085,4
12698652,1071,5
12700479,2511,4
12701084,2453,5
12702765,2219,4
12702870,1041,5
12705632,18129,4
12709646,1071,4
12711489,2899,6
12713414,2829,6
12714593,33121,4
12714984,1320,6
12715026,2219,5
12715239,18129,4
12720763,1071,6
12722340,2651,6
12722359,2511,5
12722391,18129,4
12722529,1320,6
12725730,1729,8
12730165,29201,4
12731803,3011,8
12737313,2620,5
12742813,2030,5
12745081,18129,4
12749648,2562,4
12760005,2562,4
12760064,1729,6
12766283,2512,4
12781533,23611,8
12784869,2562,5
12785369,2561,4
12786004,3109,4
12787957,2511,4
12789445,2830,5
12789887,2222,6
12791121,33121,5
12791547,2814,5
12792527,2229,5
12795445,2511,5
12802093,2712,7
12802336,2899,4
12815160,1622,4
12815861,2561,4
12816183,1089,5
12818178,3030,4
12818879,2511,4
12819158,2630,4
12825654,2573,5
12833894,2370,4
12839221,2562,4
12839302,29202,4
12840793,2012,6
12847313,2562,4
12848573,3316,4
12851000,2110,4
12853488,2611,5
12853860,2822,5
12860581,1051,4
12861049,1061,4
12861804,2562,4
12862169,33123,5
12862738,2562,5
12862800,2562,4
12864498,31011,4
12865583,2825,5
12867128,32502,7
12869503,18129,4
12869775,2899,6
12875848,2562,5
12877603,3324,7
12877980,2017,8
12878693,2893,7
12885371,2562,5
12886793,33221,4
12887927,2752,4
12888435,2229,5
12890049,29201,5
12891541,2893,5
12895385,18129,4
12899046,32502,4
12899356,16231,5
12899992,2511,6
12908959,1624,4
12911070,1723,6
12911178,31012,4
12911496,32501,4
12911682,33121,4
12917788,2529,5
12918326,18122,4
12922234,2821,5
12922307,2573,6
12922706,1393,6
12922722,3012,5
12923176,32502,4
12924326,2829,5
12925209,2042,5
12925489,2370,4
12927198,16231,4
12931659,2712,5
12932175,2221,5
12932418,2222,5
12932620,2442,4
12933473,10822,5
12935794,1071,4
12936022,3109,4
12939757,18123,5
12941670,1419,4
14386933,2752,5
14390167,31011,4
14394502,2562,4
14395118,2223,4
14397137,2829,7
14398958,32501,5
14401541,2229,4
14403242,2829,4
14406381,2611,4
14414589,2829,5
14414651,2221,7
14416697,2599,4
14416816,2229,5
14422646,2222,6
14423782,2221,4
14427605,2611,4
14432471,1013,4
14432862,1814,4
14433095,33121,4
14433125,2562,4
14441586,2651,4
14441926,1020,5
14443201,2562,5
14444143,1392,5
14444429,2561,5
14446189,32502,5
14448106,2562,5
14451808,18129,4
14452782,2790,4
14457822,2222,5
14464004,3109,6
14465116,33223,4
14465264,2562,4
14468565,1020,6
14468662,2223,5
14472538,31011,4
14473984,32501,5
14481022,2822,4
14484579,33221,4
14491184,2030,5
14505797,2120,9
14517213,3102,5
14518333,31011,5
14539101,2630,5
14541874,18123,6
14542048,2511,6
14545853,1722,5
14548542,2550,4
14556413,1392,5
14557983,2561,4
14571293,31011,4
14572958,1814,4
14573261,1085,6
14574756,2561,4
14577178,2511,4
14583380,2511,5
14598728,1722,5
14606038,33121,5
14607549,2562,4
14608391,2892,5
14609673,1320,4
14610221,2812,5
14612011,33221,4
14613662,2562,4
14613689,18129,5
14614456,2611,4
14615150,2433,5
14615703,2222,5
14617188,29201,5
14619571,3240,5
14635852,2813,4
14642786,2829,4
14642867,1071,4
14645858,33123,4
14648695,1041,8
14651548,18129,4
14652889,2899,4
14655802,33121,4
14659220,1624,4
14661047,2511,4
14666472,2529,4
14667029,2829,4
14668092,2511,5
14669854,2511,5
14670267,2363,5
14670577,2562,4
14675137,2511,5
14677490,1813,6
14682877,2829,4
14688565,2011,5
14689464,2893,4
14692457,2550,5
14699532,2364,4
14705982,2562,4
14710935,2511,5
14714760,18124,5
14716097,1091,4
14718987,2829,4
14720876,16101,5
14724405,2822,4
14725029,2829,4
14725800,1622,4
14732998,2812,4
14735504,2893,7
14737396,2712,6
14742470,2830,4
14744058,2511,7
14744546,2829,6
14749122,3323,4
14750260,2550,5
14751690,2651,5
14756412,2932,6
14758431,2222,4
14764431,2120,5
14764636,2593,4
14765373,2562,4
14771772,31012,5
14772884,2825,5
14777576,2829,5
14778858,2120,5
14798913,2229,5
14800586,2790,5
14803542,18123,4
14806258,2593,7
14808382,2899,4
14811421,31011,4
14813351,2041,5
14829916,2660,5
14831104,1520,6
14832372,2059,5
14832380,2562,5
14844451,2223,4
14844648,2221,5
14848422,18129,4
14850451,2550,5
14855690,31011,4
14857944,2562,4
14863375,31011,5
14863626,2512,7
14871769,2899,4
14872838,33123,6
14872951,2511,5
14881063,2550,5
14882957,2572,4
14885867,16231,4
14887614,2562,5
14888092,2561,4
14893886,2511,5
14902400,32502,4
14903504,2042,5
14904292,1624,5
14907518,2222,7
14908808,2825,5
14912791,1051,6
14913194,2561,4
14921758,3109,4
14927934,29201,4
14941392,1071,4
14945789,2562,5
14947463,1071,5
14948214,2611,4
14948737,2562,5
14949490,2562,5
14951665,1729,7
14953129,16231,4
14953978,17211,4
14970058,1393,5
14974029,1071,5
14975378,2452,6
14979756,2732,4
14984008,2822,6
14991020,2821,5
14996316,2814,4
14996588,2829,6
14998866,1813,5
15007677,1051,7
15020355,2562,4
15027880,2593,5
15028348,1073,4
15034100,2314,5
15038696,2041,4
15039161,2822,5
15039390,2670,4
15044467,1624,5
15044718,2363,4
15046265,2599,4
15048462,2829,4
15058123,32502,5
15069419,2910,4
15070115,1392,4
15071499,2550,5
15079937,3329,6
15083411,2550,7
15091856,33221,5
15098346,2611,7
15108953,2562,4
15109216,2561,4
15111482,18129,4
15115321,33221,5
15117456,17211,5
15118185,2829,5
15118991,2229,5
15131440,32999,4
15132374,1071,7
15132536,16231,4
15134989,32501,4
15140385,2511,5
15141268,2651,5
15142590,33121,5
15145719,2561,5
15168565,1072,7
15171868,2451,5
15177386,3109,4
15177424,2599,4
15180638,2751,6
15187403,1814,4
15187810,2562,4
15193918,31012,4
15201589,2511,5
15201848,20149,4
15204529,2611,4
15206084,2829,4
15206343,2599,6
15206629,2511,5
15222845,2790,5
15225100,2511,5
15228282,16231,5
15231992,2712,4
15238148,2561,5
15240339,18129,4
15243915,18123,5
15244938,18129,4
15248011,2511,5
15248798,1071,7
15249794,2812,4
15250059,3109,4
15250113,31012,4
15251446,33121,6
15252264,2453,4
15255131,18129,4
15258122,1071,4
15260895,31011,5
15270823,2030,7
15274748,31012,5
15277259,2229,4
15278050,2362,6
15286134,31011,4
15292320,2822,4
15294161,2651,5
15295850,1330,5
15296563,2829,5
15315738,1071,4
15315924,2599,5
15324028,2511,6
15328074,2712,5
10674896,18124,5
10674934,1722,4
10674942,17211,5
10674969,17211,5
10675043,17211,6
10675310,2573,4
10675345,17212,8
10675353,2399,6
10676058,2219,4
10676279,2229,5
10676589,2229,4
10676805,1399,4
10677003,2221,5
10677100,17122,8
10677313,2561,5
10677356,1729,5
10677445,17212,8
10677461,17212,5
10677488,17129,5
10677585,2229,5
10677674,2229,4
10677712,17212,6
10677860,17122,7
10677895,17211,5
10678131,1729,8
10678166,2229,5
10678190,2229,4
10678239,2229,6
10679421,2059,7
10681329,2599,5
10681612,2042,5
10683607,1091,6
10683615,2573,4
10684247,2573,7
10684956,33121,5
10688269,2830,4
10690735,1039,4
10692983,2829,4
10693270,2011,8
10693807,2893,7
10695168,2222,7
10702660,2229,5
10702695,2016,9
10702792,2229,5
10702881,17129,4
10714073,2829,4
10716629,2223,5
10716742,1092,4
10717420,17211,6
10717552,1729,5
10717560,1729,6
10717579,2222,6
10717781,17211,4
10717846,2740,5
10718222,2229,5
10718249,2229,6
10718338,17211,6
10718575,3230,6
10718648,2651,5
10718745,2314,8
10719008,31012,6
10719105,17212,4
10719113,2222,4
10719121,3103,5
10719148,2229,5
10719156,17211,6
10719237,2221,6
10719288,2229,5
10719385,1395,8
10719512,2222,7
10719989,2221,4
10720049,2599,6
10720103,1395,5
10720200,2120,7
10720634,2013,5
10720642,2222,7
10721320,3109,4
10722777,3316,7
10723129,2561,4
10723145,2219,5
10723412,2892,4
10724389,2573,5
10726926,2511,5
10727361,23611,4
10727477,16231,7
10729275,1089,4
10730036,2822,5
10730117,2222,7
10735860,2453,8
10736026,1071,5
10737251,2822,7
10737529,2712,5
10737545,33123,4
10737588,2511,5
10737812,31012,7
10738010,32999,4
10738916,2841,6
10739637,2821,6
10740554,18129,4
10740589,1012,8
10740953,2932,4
10742352,1419,5
10743030,2651,5
10744673,2712,7
10744770,1310,4
10748601,32999,6
10752498,31012,4
10752765,1629,4
10753443,2511,5
10754288,2511,5
10754563,32502,6
10756213,2221,5
10757945,1200,8
10758607,18123,4
10762655,2830,5
10763325,1071,5
10763414,1071,4
10763570,1071,5
10763716,1071,4
10763732,1071,5
10763813,1071,4
10763848,1071,5
10763872,1071,4
10763945,1071,4
10764070,1071,4
10766723,18129,4
10769439,2221,7
10769536,2899,8
10769773,2059,6
10769811,3012,4
10771956,2229,4
10772618,2229,6
10772650,2016,5
10772677,2511,5
10772855,2229,4
10773193,2599,5
10773347,3012,5
10773592,2830,4
10774475,1085,4
10775587,2332,5
10775927,2221,5
10776206,2821,7
10776613,2562,5
10777156,2363,5
10777792,2830,6
10777946,3315,4
10778039,2550,5
10778071,2561,7
10778276,2599,6
10781102,32502,4
10787216,18129,5
10788387,1020,7
10788549,31011,4
10789693,1013,5
10790195,1071,4
10790233,1071,4
10790373,1071,4
10790381,1071,4
10790500,1392,4
10790616,18123,5
10790829,2561,5
10790888,2511,7
10791132,2229,5
10792627,1071,4
10792724,1071,6
10792732,1071,6
10795375,2059,7
10799664,33123,4
10800050,33221,5
10800107,2511,6
10800298,2562,4
10801324,2830,6
10801758,2511,6
10802819,2932,5
10802851,18123,4
10803068,33223,5
10806873,1071,4
10806881,1071,4
10806903,1071,5
10808310,1092,5
10809481,2825,5
10811516,33123,5
10812563,2815,6
10815139,2222,7
10815708,3323,6
10815880,2830,5
10816623,2221,8
10818146,2399,4
10819614,1624,4
10826246,32501,5
10826947,2751,4
10827315,2829,7
10828184,3109,4
10828346,2593,5
10828427,2511,5
10829814,2221,5
10829962,2825,5
10829997,2562,4
10830057,2825,6
10830251,2561,7
10830367,2434,7
10830413,17211,4
10832483,3012,6
10832602,2561,6
10832610,2512,4
10835490,2110,6
10835598,17211,8
10838368,2059,7
10838465,18123,5
10839712,2221,4
10839739,2223,5
10839798,2229,5
10839925,3109,5
10842128,2892,6
10843264,29201,4
10843418,1020,4
10844341,18123,6
10844384,18121,7
10844902,1393,8
10845003,2223,6
10845062,2219,4
10845135,29201,4
10845178,2511,5
10846182,2511,7
10846719,2712,5
10846735,2562,4
10847340,2592,5
10848835,2511,7
10849343,3315,6
10850570,18129,4
10852999,31011,4
10853413,2363,4
10854924,2219,6
10855149,2811,5
10855181,2821,4
10855289,2599,7
10857745,1200,9
10861165,31011,7
10861580,16231,6
10861599,16231,4
10861653,31011,4
10861866,16231,5
10861947,16101,6
10861998,31012,5
10862021,3109,4
10862226,16102,5
10862404,1392,4
10862544,18121,4
10862676,18123,6
10862781,1814,5
10862919,18123,4
10862994,18129,5
10863176,18129,5
10863249,18123,4
10291962,1071,4
10292039,1071,4
10292098,1071,4
10292136,1071,4
10292179,1071,4
10292314,1071,5
10292438,1071,5
10292462,1071,5
10292543,1071,4
10292659,1071,4
10293035,1071,4
10293108,1071,4
10293418,1071,5
10293469,1071,5
10293485,1071,4
10293523,1071,4
10293620,1071,5
10293744,1071,5
10293892,1072,8
10293930,1072,6
10294058,1071,4
10294228,1071,5
10294236,1071,5
10294295,1071,4
10294511,1071,4
10294597,1071,4
10294600,1071,4
10294627,1071,4
10294848,1071,6
10294902,1071,4
10294929,1071,4
10295135,1071,5
10295259,1071,4
10295291,1071,5
10295305,1071,5
10295372,1071,4
10295399,1071,5
10295402,1071,6
10295429,1071,4
10295488,1071,6
10295593,1072,5
10295658,1071,4
10295801,1071,5
10295844,1071,4
10295909,1071,4
10296204,1071,5
10296603,1071,4
10296670,1071,4
10296719,1071,4
10296727,1071,5
10296808,1071,5
10296824,1071,4
10296913,1072,4
10296948,1071,4
10297138,1071,6
10297197,1072,4
10297200,1071,4
10297308,1071,5
10297332,1071,4
10297375,1071,4
10297731,1071,4
10297790,1071,4
10297898,1071,4
10297928,1071,5
10298142,1071,4
10298193,1071,4
10298312,1071,5
10298355,1071,4
10298363,1071,4
10298436,1071,5
10298533,1071,5
10298622,1071,4
10298762,1071,4
10298878,1071,5
10298886,1071,5
10298932,1072,5
10298967,1072,7
10298975,1072,6
10299246,1071,4
10299394,1071,4
10299424,1071,6
10299742,1072,4
10299882,1072,4
10300058,1071,4
10300104,1071,4
10300325,1071,7
10300422,1071,5
10300511,1071,4
10300767,1071,4
10300783,1071,6
10300848,1071,4
10300953,1071,4
10300961,1071,4
10301038,1071,4
10301046,1071,5
10301259,1071,4
10301348,1071,5
10301356,1071,6
10301488,1071,5
10301569,1071,4
10301577,1071,4
10301615,1071,4
10302026,1071,4
10302247,1071,4
10302263,1071,5
10302301,1071,6
10302476,1071,4
10302506,1071,5
10302549,1071,4
10302557,1071,4
10302727,1071,4
10302735,1071,4
10302883,1071,5
10302948,1071,4
10303278,1071,4
10303308,1071,4
10307249,3315,4
10312617,16231,5
10313044,1624,4
10313745,2370,5
10317481,2312,5
10322825,2370,4
10323988,2363,5
10328610,2370,4
10332073,31012,4
10336982,2511,5
10337512,2363,4
10338683,2363,5
10341072,2370,4
10342451,23611,4
10343458,2370,4
10347739,2370,4
10349138,2370,4
10352236,2229,4
10352953,2370,4
10353291,3315,4
10355006,2370,4
10368051,2370,5
10371109,31012,4
10371192,23611,7
10372563,2370,4
10373519,16231,5
10374434,16231,5
10377336,31011,4
10377697,29202,5
10379096,2370,6
10379673,2363,6
10383719,2363,4
10385797,3315,4
10393897,33123,4
10394133,1412,5
10395326,2229,6
10402977,17211,5
10403507,1084,5
10404295,32999,7
10404449,1061,6
10404562,1020,6
10408452,1091,5
10408851,2052,6
10409742,17211,6
10410457,2211,6
17057388,2041,6
17058015,33121,4
17086442,2711,5
17089956,1020,4
17104106,17211,5
17108675,1071,5
17111560,2811,6
17116759,1330,4
17129796,3109,4
17156386,3109,5
17164443,2511,5
17164796,1813,5
17168937,2573,4
17171725,1011,4
17182646,18123,4
17199964,29202,4
17200180,33221,5
17202167,2893,5
17203465,2822,5
17217113,29201,5
17219000,2822,4
17231647,1071,5
17234093,2511,5
17238560,2711,4
17251419,2120,6
17263115,3329,7
17266254,1020,5
17276160,1011,5
17277302,2229,5
17287979,1020,4
17293146,2821,4
17302021,2511,4
17331641,1086,5
17345766,2561,4
17364922,2841,4
17397480,29201,5
17398517,1071,5
17399580,31012,5
17402182,2822,5
17404363,2740,4
17409853,2651,4
17421780,2562,6
17426480,2511,5
17456460,2511,4
17462002,2041,5
17462495,29202,4
17467691,18124,6
17469104,2830,4
17487978,2899,5
17511089,2893,4
17516234,2221,5
17523249,2822,4
17526582,2511,5
17529409,31012,5
17543037,2561,5
17547091,2550,7
17548705,32502,5
17549884,2893,4
17587751,2612,6
17588197,2562,4
17589967,2222,5
17591678,2229,6
17592704,1101,4
17611202,18129,4
17623731,2223,6
17657326,33221,4
17662451,2511,5
17662796,2573,5
17663660,1039,7
17669553,2829,4
17673615,2511,5
17686768,2562,6
17686784,2550,7
17691508,2229,4
17696097,2932,7
17702941,2015,5
17728630,2720,4
17733715,33221,6
17737982,2511,5
17759617,33121,5
17760313,2562,4
17764289,1051,5
17768926,2511,4
17781477,20149,6
17799546,1723,6
17800242,31011,4
17827698,1624,4
17828732,2229,4
17835267,2829,5
17858186,1729,4
10863265,18123,5
10863710,23611,4
10863966,2420,8
10864008,2829,6
10864016,2899,8
10864032,2812,8
10864067,2893,7
10864121,2712,5
10864164,2442,7
10864180,2550,5
10864210,2899,4
10864229,2593,7
10864393,2562,6
10864504,2910,7
10864563,2511,5
10864938,29201,4
10865039,33123,4
10865608,2550,6
10865764,2825,4
10865810,2829,4
10866329,2511,6
10867376,2751,4
10867619,3011,5
10867686,2511,4
10868003,2511,5
10868135,2825,5
10868739,2454,4
10869905,2561,4
10869972,2841,4
10870253,2829,5
10870342,2511,5
10870385,2849,5
10870628,2562,4
10870725,2599,5
10870792,29201,5
10870806,3321,4
10870954,2822,5
10871306,2561,6
10871594,33121,5
10872310,2711,4
10872736,33123,4
10873244,2829,6
10873910,2562,5
10874062,2562,5
10874097,20149,6
10874100,2030,5
10874119,2511,4
10874135,20141,9
10874356,20149,6
10874488,1071,5
10874518,10822,5
10874755,1071,4
10874798,1071,4
10874828,1071,4
10874909,1071,5
10874933,1071,4
10874968,10822,5
10875271,1071,5
10875433,1089,4
10875506,1071,4
10875603,1071,5
10875654,1071,5
10875743,10822,6
10875808,1071,5
10876960,1013,4
10876987,1011,5
10877991,1013,4
10878408,1085,7
10878424,1081,9
10884033,1051,4
10893040,2511,4
10894527,1020,4
10894780,2016,6
10898824,1392,4
10908145,1052,4
10925163,2221,8
10930396,2752,6
10930469,1031,8
10931880,2512,4
10935029,2550,4
10935606,1091,5
10935681,2899,5
10935835,1051,5
10936157,2573,4
10936440,1310,5
10938796,1723,6
10939067,2219,7
10939121,2221,4
10939164,2229,5
10939539,2222,6
10939873,2599,5
10939997,2829,7
10940138,1729,5
10940537,2511,7
10942106,2893,7
10943749,2550,6
10944176,1722,4
10944192,1729,5
10944680,2899,5
10947124,1071,4
10947132,1071,4
10949291,1071,4
10951784,33123,4
10951962,33123,5
10952373,33123,5
10952527,1091,5
10953566,1091,4
10954732,33123,4
10954848,16101,4
10961437,2822,6
10961887,33123,4
10970614,2223,6
10970649,1071,6
10970681,1071,5
10971734,32501,5
10973621,32501,4
10975616,33121,5
10975829,1071,5
10975845,1072,8
10975853,10822,5
10977511,1011,5
10978305,1071,6
10979255,2849,5
10980342,1310,4
10980946,1071,4
10981225,1071,6
10981799,2550,7
10981918,3109,4
10982108,2550,5
10982744,1041,5
10982752,3314,4
10983805,2829,4
10984011,2572,4
10984038,2899,5
10984135,2511,6
10984143,2562,6
10984240,2550,5
10984283,2599,6
10986359,1399,5
10986758,33123,4
10986960,1399,4
10987010,1729,4
10987126,2562,4
10987304,2550,5
10989501,16239,7
10993819,2016,5
10997008,2512,4
10997105,2825,6
11000023,2599,5
11000279,1071,4
11000570,2370,4
11000619,2370,4
11002131,2511,5
11002301,33221,6
11002492,2561,5
11003057,1411,4
11003286,1512,4
11003596,2399,6
11008830,1071,4
11011009,2511,5
11011084,2830,4
11013206,2511,6
11013311,2651,5
11017104,2899,4
11019042,18129,7
11020083,16239,6
11020393,23611,4
11022396,2640,5
11024992,2830,5
11025425,2511,4
11026766,1624,6
11026782,2511,5
11026790,18122,7
11026863,20141,6
11026901,2016,6
11027002,2363,4
11027096,31011,7
11027126,2451,6
11030127,17211,5
11030143,18129,5
11030771,1071,4
11031034,33121,4
11031220,2229,5
11032022,31011,4
11032332,1814,4
11033614,2223,4
11035390,1071,4
11035404,1071,4
11036354,2932,9
11036443,18129,7
11039035,10822,4
11039264,1729,5
11040394,2221,6
11040904,2841,6
11041552,1071,5
11041609,1071,5
11041706,1072,4
11041951,2223,4
11042524,1071,4
11042753,2893,5
11043733,2223,8
11043962,2811,4
11044152,2229,4
11045264,2599,5
11045930,32502,5
11046147,2830,4
11046171,1032,8
11048182,2229,5
11049448,2811,9
11049618,2512,4
11050810,1071,4
11052120,2752,5
11052961,2363,8
11054123,2811,4
11055065,1051,7
11055634,3220,4
11057041,29201,4
11059982,1020,7
11060107,1012,6
11060433,3030,8
11061294,3212,4
11061308,1392,4
11065168,2432,4
11065346,2740,4
11065583,3315,5
11067616,2562,5
11067675,16231,4
11067748,1071,6
11067934,33123,4
11069228,3109,5
11071494,3315,5
11071974,23611,4
11072881,2599,4
11072946,1071,4
11074442,2651,6
11078979,2561,4
11079045,18122,8
11079088,2332,4
11079134,1083,7
11079401,2223,9
11079460,2052,7
11079584,2511,7
11079592,2899,6
11079770,29202,6
11079800,2651,6
11079878,1393,7
11079967,2030,5
11080043,2512,7
11080094,2041,7
11080280,31012,6
11080604,18122,8
11080647,2572,7
11080795,2711,8
12945706,2573,7
12948462,1393,6
12950912,29202,5
12958557,2611,4
12958697,31011,4
12960721,1013,5
12961272,1011,4
12964050,2512,7
12964123,1392,4
12964344,18123,5
12965324,2453,5
12966096,3011,6
12967149,2030,7
12967866,3230,7
12968315,1512,4
12971316,2561,5
12974587,2812,5
12976091,2042,5
12976679,1071,7
12977896,2815,5
12978345,1413,4
12980382,2511,4
12982288,2825,6
12985236,17212,8
12985260,32999,4
12985724,3109,5
12986054,2454,5
12987190,2561,4
12993700,2442,8
12995681,23611,6
12997358,2829,4
12999105,2599,6
13002910,2740,5
13006797,16231,5
13012665,3316,7
13014137,2599,4
13014676,32999,8
13014730,1085,6
13014935,2815,5
13016423,2016,6
13016970,16231,4
13018221,2511,5
13022598,3230,5
13025082,2822,5
13027603,1393,5
13028510,2899,4
13029207,2511,4
13029347,2453,4
13032402,33123,4
13032801,2229,4
13045423,3011,6
13046896,2562,4
13047418,3109,4
13047698,32999,4
13048252,2594,4
13048511,2312,6
13049305,32501,4
13060767,2893,4
13061380,2370,4
13062727,18129,4
13065491,2670,6
13065548,2841,5
13066277,2511,4
13074857,2895,5
13074997,29202,4
13076663,3311,5
13078410,2740,4
13080377,2562,4
13083678,2561,4
13087908,1071,4
13090623,2825,5
13093398,2314,7
13094726,1811,8
13113704,1085,7
13124579,3315,4
13127977,2512,6
13128159,2030,4
13128337,16231,5
13133950,1813,4
13136690,3230,6
13137018,16101,5
13137638,33123,4
13137662,1392,5
13138456,1071,5
13145886,1011,5
13152645,1071,4
13155210,1020,5
13157671,1020,6
13159658,2511,5
13160532,2223,5
13160648,33123,4
13164287,1085,4
13165011,2830,4
13167286,2752,4
13168800,2651,6
13170619,3323,5
13176498,3109,6
13183400,2016,4
13183850,2562,4
13185799,2561,5
13185896,1085,7
13188747,1320,4
13190199,2599,6
13190903,2059,6
13190938,16231,8
13191632,3012,8
13191780,1011,5
13192639,1071,5
13194712,31012,4
13195581,3315,5
13195697,1393,5
13196189,2511,6
13196413,1011,4
13197169,2511,5
13197940,2120,4
13198912,2561,5
13199471,2511,4
13200984,2825,4
13203827,2222,5
13204025,2550,5
13205870,2222,7
13205897,1399,5
13206591,2670,4
13208144,2561,4
13210726,2529,4
13220721,2229,5
13224425,2599,4
13234110,2444,7
13235869,33121,5
13239503,1629,4
13241486,2511,7
13243853,2229,5
13243942,17212,5
13244744,2829,7
13245392,2651,5
13245953,2016,5
13247972,2511,5
13253417,1072,5
13254782,2511,4
13256459,3011,5
13258559,1820,5
13260650,2059,9
13263072,2651,4
13264486,2511,5
13266683,16231,4
13273523,2223,5
13273574,2229,4
13273817,2511,4
13278568,2893,5
13279475,2841,7
13280244,2370,4
13280503,1086,8
13281763,2060,4
13282611,2511,5
13283944,2511,4
13292463,2512,4
13414003,16239,5
13416901,2899,4
13417371,2561,4
13420437,32501,4
13421816,18123,5
13422243,1624,4
13429817,10822,5
13435280,2813,6
13437062,16239,4
13441795,2221,4
13443097,2511,5
13445464,2030,5
13448315,2042,6
13454226,2511,5
13454994,29201,4
13455222,2511,5
13456881,1200,4
13457918,1814,4
13458671,2932,5
13459228,18123,5
13459376,1085,4
13459937,2932,4
13460021,2562,4
13461338,2341,4
13467174,1729,6
13469827,16231,6
13471198,2821,4
13482416,1624,4
13484273,2824,5
13493205,2822,6
13495410,1729,7
13496409,2790,5
13505262,2562,4
13505785,1084,4
13509047,18129,5
13511505,2561,5
13515748,16239,4
13521837,1813,5
13523600,33221,6
13527991,17211,7
13529722,2561,4
13532812,2223,4
13533185,33123,4
13534084,2512,5
13535722,17211,5
13539310,2562,4
13550233,32502,5
13553232,1392,5
13553283,3012,8
13555510,17211,5
13559672,2550,6
13560956,2562,4
13561251,3324,6
13561367,2752,4
13563211,2562,5
13563602,29201,5
13564331,16231,4
13564927,1013,5
13565109,32502,4
13565990,1051,6
13568019,18129,5
13573780,31012,5
13578782,2042,5
13584766,1012,5
13590723,32501,4
13601199,18123,5
13604619,18129,4
13609203,16231,5
13613081,1071,4
13619799,2815,5
13626116,2896,4
13629891,1072,4
13630822,2711,4
13633767,18123,4
13636715,1624,5
13641328,3102,9
13641557,2830,4
13642111,2670,6
13643185,16239,5
13643967,2561,4
13647601,2229,4
13653768,2825,5
13658824,1071,4
13660721,33221,4
13663186,2651,5
13667696,23611,5
13670816,18129,4
13671669,1020,6
13672223,17212,5
13672258,2829,4
13672614,1392,4
13673815,1330,5
13677543,2829,6
13681966,2511,5
13683071,2223,5
13683233,33221,5
13683500,2229,5
15328163,2511,4
15335607,1072,5
15341127,2223,4
15353524,2611,4
15355799,2511,4
15356531,2529,4
15361551,2012,5
15370275,1729,6
15383229,2825,5
15390470,3323,5
15396940,33221,4
15397467,2894,5
15397726,17211,4
15399850,2562,4
15400115,2821,4
15405575,32501,4
15406245,2712,4
15410900,2550,6
15431576,3323,5
15439585,1107,6
15444368,31012,4
15445283,2829,6
15445402,18129,4
15464563,2599,5
15473236,2593,4
15473899,29202,5
15475646,2512,4
15477827,1071,4
15480011,2892,8
15489167,1071,4
15494454,33121,4
15501604,2223,6
15539741,2120,4
15546780,2223,5
15551938,2561,4
15555402,2561,4
15559211,2592,7
15568709,2511,4
15569217,2420,4
15593436,17211,4
15614778,2561,4
15619117,2364,7
15620425,3313,4
15621731,2562,4
15632059,3329,5
15636194,1071,6
15637077,2511,5
15644286,2893,4
15647447,3011,6
15647471,33123,4
15655512,2561,7
15655776,2651,4
